Suburb;Address;Rooms;Type;Price;Method;SellerG;Date;Distance;Postcode;Bedroom2;Bathroom;Car;Landsize;Lattitude;Longtitude;Pool;Other space
Bentleigh East;1/69 Purtell St;3;t;760000.0;PI;hockingstuart;03/09/2016;13.9;3165.0;3.0;1.0;2.0;287.0;-379.261;1.450.566;True;jacuzzi/terrace/cinema
Bentleigh East;30 Veronica St;2;h;825000.0;S;Buxton;03/09/2016;13.9;3165.0;2.0;2.0;1.0;176.0;-379.237;1.450.763;True;jacuzzi/terrace/cinema
Bentleigh East;2a Bessie St;2;u;746000.0;S;hockingstuart;03/12/2016;13.9;3165.0;2.0;1.0;2.0;281.0;-379.255;1.450.796;True;jacuzzi/terrace/cinema
Bentleigh East;14a Daphne St;1;u;580000.0;S;Woodards;03/12/2016;13.9;3165.0;1.0;1.0;1.0;105.0;-379.181;1.450.586;True;jacuzzi/terrace/cinema
Bentleigh East;19 Denver St;5;h;1275000.0;SP;Buxton;03/12/2016;13.9;3165.0;5.0;2.0;2.0;683.0;-379.333;1.450.602;True;jacuzzi/terrace/cinema
Bentleigh East;93 Parkmore Rd;3;h;1206000.0;S;C21;03/12/2016;13.9;3165.0;3.0;1.0;2.0;603.0;-379.155;1.450.723;True;jacuzzi/terrace/cinema
Bentleigh East;14B Boronia St;3;t;1115000.0;S;Buxton;04/03/2017;13.9;3165.0;3.0;2.0;2.0;297.0;-379.135;1.450.774;True;jacuzzi/terrace/cinema
Bentleigh East;76 Castlewood St;4;h;1190000.0;S;Ray;04/03/2017;13.9;3165.0;4.0;2.0;3.0;591.0;-379.166;1.450.719;True;jacuzzi/terrace/cinema
Bentleigh East;38 Edinburgh St;4;h;1270000.0;S;C21;04/03/2017;13.9;3165.0;4.0;2.0;1.0;0.0;-379.174;1.450.717;True;jacuzzi/terrace/cinema
Bentleigh East;1/41 Elizabeth St;3;u;1025000.0;S;Woodards;04/03/2017;13.9;3165.0;3.0;2.0;2.0;384.0;-379.229;1.450.557;True;jacuzzi/terrace/cinema
Bentleigh East;6/12 Neville St;3;u;740000.0;PI;Hodges;04/03/2017;13.9;3165.0;3.0;2.0;1.0;258.0;-379.244;1.450.547;True;jacuzzi/terrace/cinema
Bentleigh East;27 Neville St;4;h;1960000.0;S;hockingstuart;04/03/2017;13.9;3165.0;4.0;2.0;4.0;601.0;-379.234;1.450.533;True;jacuzzi/terrace/cinema
Bentleigh East;2/25 Birdwood St;2;u;495000.0;S;Woodards;04/06/2016;13.9;3165.0;2.0;1.0;1.0;76.0;-37.91;1.450.842;True;jacuzzi/terrace/cinema
Bentleigh East;8a Bray Ct;2;u;570000.0;S;hockingstuart;04/06/2016;13.9;3165.0;2.0;1.0;1.0;145.0;-379.193;1.450.659;True;jacuzzi/terrace/cinema
Bentleigh East;24 Brooks St;4;h;1220000.0;S;Hodges;04/06/2016;13.9;3165.0;3.0;2.0;2.0;585.0;-379.167;1.450.771;True;jacuzzi/terrace/cinema
Bentleigh East;13 Claronga St;3;h;885000.0;S;C21;04/06/2016;13.9;3165.0;3.0;1.0;2.0;565.0;-379.262;1.450.808;True;jacuzzi/terrace/cinema
Bentleigh East;17a Edinburgh St;3;t;830000.0;PI;Buxton;04/06/2016;13.9;3165.0;0.0;2.0;2.0;292.0;-379.168;145.069;True;jacuzzi/terrace/cinema
Bentleigh East;49 Gowrie St;4;h;1137500.0;S;Woodards;04/06/2016;13.9;3165.0;4.0;1.0;2.0;696.0;-379.157;1.450.802;True;jacuzzi/terrace/cinema
Bentleigh East;1 Konrad St;4;h;1100000.0;S;Hodges;04/06/2016;13.9;3165.0;4.0;2.0;2.0;633.0;-379.272;1.450.644;True;jacuzzi/terrace/cinema
Bentleigh East;19 Kurrajong St;3;h;1040000.0;PI;hockingstuart;06/08/2016;13.9;3165.0;3.0;2.0;2.0;598.0;-379.132;1.450.782;True;jacuzzi/terrace/cinema
Bentleigh East;34b Lesden St;4;t;1210000.0;S;hockingstuart;06/08/2016;13.9;3165.0;3.0;3.0;2.0;291.0;-379.347;1.450.546;True;jacuzzi/terrace/cinema
Bentleigh East;59 Tambet St;4;t;1160000.0;S;hockingstuart;06/08/2016;13.9;3165.0;3.0;2.0;2.0;321.0;-37.914;1.450.714;True;jacuzzi/terrace/cinema
Bentleigh East;24 Barrani St;3;h;1215000.0;S;Woodards;07/05/2016;13.9;3165.0;3.0;2.0;3.0;730.0;-379.119;1.450.705;True;jacuzzi/terrace/cinema
Bentleigh East;71 Bignell Rd;4;h;1200000.0;S;hockingstuart;07/05/2016;13.9;3165.0;4.0;2.0;2.0;619.0;-379.358;1.450.688;True;jacuzzi/terrace/cinema
Bentleigh East;96 Brady Rd;3;h;1050000.0;S;Buxton;07/05/2016;13.9;3165.0;3.0;2.0;2.0;627.0;-379.284;1.450.668;True;jacuzzi/terrace/cinema
Bentleigh East;25 Connie St;5;h;950000.0;VB;Woodards;07/05/2016;13.9;3165.0;5.0;2.0;4.0;618.0;-379.209;1.450.757;True;jacuzzi/terrace/cinema
Bentleigh East;9/7 Derry St;2;u;380000.0;PI;Buxton;07/05/2016;13.9;3165.0;3.0;2.0;1.0;0.0;-379.212;1.450.674;True;jacuzzi/terrace/cinema
Bentleigh East;3/32 Elizabeth St;2;h;689000.0;S;hockingstuart;07/05/2016;13.9;3165.0;2.0;1.0;1.0;169.0;-379.232;1.450.537;True;jacuzzi/terrace/cinema
Bentleigh East;33 Molden St;3;h;1400000.0;PI;hockingstuart;07/05/2016;13.9;3165.0;3.0;2.0;2.0;653.0;-379.069;1.450.568;True;jacuzzi/terrace/cinema
Bentleigh East;20 Normdale Rd;3;h;965000.0;S;hockingstuart;07/05/2016;13.9;3165.0;3.0;1.0;4.0;574.0;-379.309;1.450.685;True;jacuzzi/terrace/cinema
Bentleigh East;38 Northam Rd;3;h;1338000.0;S;Buxton;07/05/2016;13.9;3165.0;3.0;2.0;2.0;610.0;-379.231;145.066;True;jacuzzi/terrace/cinema
Bentleigh East;48a Purtell St;3;t;800000.0;S;Buxton;07/05/2016;13.9;3165.0;3.0;2.0;1.0;353.0;-379.262;145.055;True;jacuzzi/terrace/cinema
Bentleigh East;1/6 Richard St;2;u;651000.0;S;Gary;07/05/2016;13.9;3165.0;2.0;1.0;1.0;265.0;-379.223;1.450.747;True;jacuzzi/terrace/cinema
Bentleigh East;12 Rudyard St;3;h;920000.0;PI;Buxton;07/05/2016;13.9;3165.0;3.0;1.0;3.0;583.0;-379.272;1.450.804;True;jacuzzi/terrace/cinema
Bentleigh East;3 Veronica St;3;h;1390000.0;S;Buxton;07/05/2016;13.9;3165.0;4.0;2.0;2.0;590.0;-379.256;1.450.757;True;jacuzzi/terrace/cinema
Bentleigh East;2/12 Blenheim St;2;u;495000.0;SP;Woodards;08/10/2016;13.9;3165.0;2.0;1.0;1.0;96.0;-379.102;1.450.709;True;jacuzzi/terrace/cinema
Bentleigh East;4/19 Gray St;1;u;370000.0;PI;Buxton;08/10/2016;13.9;3165.0;1.0;1.0;1.0;0.0;-379.205;1.450.528;True;jacuzzi/terrace/cinema
Bentleigh East;4 Tambet St;3;h;1100000.0;SP;Buxton;08/10/2016;13.9;3165.0;3.0;1.0;2.0;578.0;-379.186;1.450.709;True;jacuzzi/terrace/cinema
Bentleigh East;109 Victor Rd;4;h;1100000.0;S;Woodards;08/10/2016;13.9;3165.0;4.0;2.0;4.0;653.0;-379.244;1.450.792;True;jacuzzi/terrace/cinema
Bentleigh East;7 Wallace St;3;h;1355000.0;S;Buxton;08/10/2016;13.9;3165.0;0.0;1.0;2.0;818.0;-379.241;1.450.539;True;jacuzzi/terrace/cinema
Bentleigh East;21 Wards Gr;4;h;1206000.0;S;Hodges;08/10/2016;13.9;3165.0;4.0;1.0;1.0;636.0;-37.925;1.450.612;True;jacuzzi/terrace/cinema
Bentleigh East;2/3 Wonga Ct;2;t;486500.0;S;hockingstuart;08/10/2016;13.9;3165.0;2.0;1.0;1.0;0.0;-379.082;1.450.681;True;jacuzzi/terrace/cinema
Bentleigh East;26 Boronia St;2;h;1010000.0;S;hockingstuart;10/09/2016;13.9;3165.0;3.0;1.0;1.0;597.0;-379.126;1.450.776;True;jacuzzi/terrace/cinema
Bentleigh East;16 Leigh St;3;h;899000.0;S;Buxton;10/09/2016;13.9;3165.0;3.0;1.0;1.0;583.0;-379.312;1.450.795;True;jacuzzi/terrace/cinema
Bentleigh East;87 Parkmore Rd;4;h;1415000.0;S;Buxton;10/09/2016;13.9;3165.0;4.0;2.0;2.0;604.0;-379.153;1.450.707;True;jacuzzi/terrace/cinema
Bentleigh East;1A Brian St;4;t;1185000.0;S;hockingstuart;10/12/2016;13.9;3165.0;4.0;2.0;2.0;305.0;-379.245;1.450.507;True;jacuzzi/terrace/cinema
Bentleigh East;13 Brooks St;4;t;1060000.0;S;Woodards;10/12/2016;13.9;3165.0;4.0;3.0;1.0;313.0;-379.164;1.450.765;True;jacuzzi/terrace/cinema
Bentleigh East;4/738 Centre Rd;2;u;716000.0;S;Buxton;10/12/2016;13.9;3165.0;2.0;1.0;2.0;212.0;-379.218;1.450.607;True;jacuzzi/terrace/cinema
Bentleigh East;18 May St;3;h;1550000.0;S;Paul;10/12/2016;13.9;3165.0;3.0;1.0;1.0;581.0;-379.177;1.450.535;True;jacuzzi/terrace/cinema
Bentleigh East;1098 North Rd;3;h;840000.0;S;Buxton;10/12/2016;13.9;3165.0;3.0;2.0;2.0;697.0;-379.092;1.450.813;True;jacuzzi/terrace/cinema
Bentleigh East;106 Parkmore Rd;3;h;1110000.0;S;Woodards;10/12/2016;13.9;3165.0;3.0;1.0;4.0;612.0;-379.159;1.450.733;True;jacuzzi/terrace/cinema
Bentleigh East;8 Tambet St;3;h;1106000.0;S;McGrath;10/12/2016;13.9;3165.0;3.0;1.0;2.0;584.0;-379.183;145.071;True;jacuzzi/terrace/cinema
Bentleigh East;41 Bradford St;3;h;845000.0;S;Ray;12/11/2016;13.9;3165.0;3.0;2.0;2.0;295.0;-379.239;1.450.781;True;jacuzzi/terrace/cinema
Bentleigh East;2/41 Elizabeth St;3;t;860000.0;VB;Buxton;12/11/2016;13.9;3165.0;3.0;2.0;1.0;254.0;-379.227;1.450.558;True;jacuzzi/terrace/cinema
Bentleigh East;40 Kennedy St;3;h;1208000.0;S;Woodards;12/11/2016;13.9;3165.0;3.0;1.0;1.0;747.0;-379.198;1.450.791;True;jacuzzi/terrace/cinema
Bentleigh East;5b MacKie Rd;3;t;921000.0;S;Buxton;12/11/2016;13.9;3165.0;3.0;2.0;2.0;167.0;-379.219;1.450.733;True;jacuzzi/terrace/cinema
Bentleigh East;13 Norville St;3;h;1165000.0;S;Buxton;12/11/2016;13.9;3165.0;3.0;1.0;1.0;732.0;-379.334;1.450.667;True;jacuzzi/terrace/cinema
Bentleigh East;37 Orange St;3;h;1270000.0;S;Buxton;12/11/2016;13.9;3165.0;3.0;1.0;2.0;694.0;-379.174;1.450.779;True;jacuzzi/terrace/cinema
Bentleigh East;1/112 Tambet St;2;h;742500.0;S;Woodards;12/11/2016;13.9;3165.0;2.0;1.0;1.0;300.0;-379.099;1.450.726;True;jacuzzi/terrace/cinema
Bentleigh East;25 Thornton St;3;h;920000.0;PI;Buxton;12/11/2016;13.9;3165.0;3.0;2.0;2.0;578.0;-379.303;1.450.805;True;jacuzzi/terrace/cinema
Bentleigh East;53 Purtell St;3;h;1307000.0;S;Woodards;13/08/2016;13.9;3165.0;3.0;2.0;4.0;684.0;-37.926;1.450.551;True;jacuzzi/terrace/cinema
Bentleigh East;33 Schulz St;4;h;1010000.0;S;Ray;13/08/2016;13.9;3165.0;4.0;1.0;2.0;658.0;-379.343;1.450.607;True;jacuzzi/terrace/cinema
Bentleigh East;12 Tambet St;2;h;702000.0;PI;Buxton;13/08/2016;13.9;3165.0;2.0;1.0;1.0;591.0;-379.179;145.071;True;jacuzzi/terrace/cinema
Bentleigh East;1/93 Tambet St;2;h;813000.0;S;Buxton;13/08/2016;13.9;3165.0;2.0;1.0;1.0;306.0;-379.111;145.072;True;jacuzzi/terrace/cinema
Bentleigh East;2/15 Liverpool St;3;t;805000.0;S;hockingstuart;14/05/2016;13.9;3165.0;3.0;2.0;1.0;268.0;-379.196;1.450.691;True;jacuzzi/terrace/cinema
Bentleigh East;47 MacKie Rd;3;h;880000.0;PI;hockingstuart;14/05/2016;13.9;3165.0;2.0;1.0;3.0;660.0;-379.173;1.450.742;True;jacuzzi/terrace/cinema
Bentleigh East;23 Yarraburn Cl;4;h;1100000.0;S;Hodges;14/05/2016;13.9;3165.0;4.0;2.0;1.0;274.0;-379.257;1.450.735;True;jacuzzi/terrace/cinema
Bentleigh East;14 Vasey St;3;h;1085000.0;S;Woodards;15/10/2016;13.9;3165.0;3.0;2.0;4.0;710.0;-379.348;1.450.634;True;jacuzzi/terrace/cinema
Bentleigh East;32a Argyle St;3;t;920000.0;S;Buxton;16/04/2016;13.9;3165.0;3.0;2.0;1.0;343.0;-379.112;1.450.738;True;jacuzzi/terrace/cinema
Bentleigh East;12 Barrani St;3;h;1050000.0;S;Woodards;16/04/2016;13.9;3165.0;3.0;1.0;4.0;726.0;-379.117;1.450.695;True;jacuzzi/terrace/cinema
Bentleigh East;45 Browns Rd;3;h;1560000.0;S;Woodards;16/04/2016;13.9;3165.0;3.0;1.0;2.0;841.0;-379.217;145.056;True;jacuzzi/terrace/cinema
Bentleigh East;21 Highview Rd;2;h;722000.0;S;Buxton;16/04/2016;13.9;3165.0;2.0;2.0;1.0;201.0;-379.293;1.450.657;True;jacuzzi/terrace/cinema
Bentleigh East;18 Normanby Rd;3;h;930000.0;SP;Buxton;16/04/2016;13.9;3165.0;3.0;1.0;2.0;588.0;-379.286;145.069;True;jacuzzi/terrace/cinema
Bentleigh East;93 Tudor St;3;h;921000.0;S;Buxton;16/04/2016;13.9;3165.0;3.0;2.0;1.0;291.0;-37.919;1.450.829;True;jacuzzi/terrace/cinema
Bentleigh East;23 York St;4;h;1035000.0;PI;First;16/04/2016;13.9;3165.0;3.0;1.0;2.0;610.0;-379.193;1.450.691;True;jacuzzi/terrace/cinema
Bentleigh East;2/34 Adrian St;3;u;720000.0;PI;Gary;16/07/2016;13.9;3165.0;3.0;2.0;1.0;228.0;-379.329;1.450.617;True;jacuzzi/terrace/cinema
Bentleigh East;20 Elizabeth St;3;h;1185000.0;S;hockingstuart;16/07/2016;13.9;3165.0;3.0;1.0;2.0;618.0;-379.228;1.450.527;True;jacuzzi/terrace/cinema
Bentleigh East;7 England St;4;h;1352000.0;S;hockingstuart;16/07/2016;13.9;3165.0;4.0;2.0;2.0;618.0;-379.252;1.450.562;True;jacuzzi/terrace/cinema
Bentleigh East;53 Molden St;2;u;761000.0;S;Ray;16/07/2016;13.9;3165.0;2.0;1.0;2.0;282.0;-379.073;1.450.599;True;jacuzzi/terrace/cinema
Bentleigh East;790 North Rd;5;h;1600000.0;S;Buxton;16/07/2016;13.9;3165.0;4.0;2.0;2.0;659.0;-37.906;1.450.547;True;jacuzzi/terrace/cinema
Bentleigh East;26 Almurta Rd;3;h;1200000.0;S;hockingstuart;17/09/2016;13.9;3165.0;3.0;1.0;1.0;721.0;-379.244;1.450.665;True;jacuzzi/terrace/cinema
Bentleigh East;1/57 Brooks St;3;h;780000.0;PI;Buxton;17/09/2016;13.9;3165.0;3.0;2.0;2.0;421.0;-379.168;1.450.809;True;jacuzzi/terrace/cinema
Bentleigh East;48a Celia St;4;t;1250000.0;PI;Buxton;17/09/2016;13.9;3165.0;4.0;2.0;2.0;314.0;-379.299;1.450.598;True;jacuzzi/terrace/cinema
Bentleigh East;30 Chauvel St;3;h;750000.0;PI;Buxton;17/09/2016;13.9;3165.0;3.0;2.0;1.0;337.0;-379.115;1.450.844;True;jacuzzi/terrace/cinema
Bentleigh East;36 Kennedy St;3;h;1300000.0;S;Woodards;17/09/2016;13.9;3165.0;3.0;1.0;4.0;746.0;-379.198;1.450.787;True;jacuzzi/terrace/cinema
Bentleigh East;5 Kennedy St;5;h;1475000.0;S;Woodards;17/09/2016;13.9;3165.0;5.0;2.0;2.0;729.0;-379.191;145.075;True;jacuzzi/terrace/cinema
Bentleigh East;8 Leo St;4;h;1110000.0;S;Buxton;17/09/2016;13.9;3165.0;4.0;2.0;2.0;583.0;-379.262;1.450.624;True;jacuzzi/terrace/cinema
Bentleigh East;42 Marlborough St;2;u;835000.0;S;Woodards;17/09/2016;13.9;3165.0;2.0;2.0;1.0;362.0;-379.149;1.450.676;True;jacuzzi/terrace/cinema
Bentleigh East;11 Moylan St;4;h;1690000.0;S;Gary;17/09/2016;13.9;3165.0;4.0;2.0;2.0;700.0;-379.117;1.450.534;True;jacuzzi/terrace/cinema
Bentleigh East;42 Paloma St;3;u;791000.0;S;Woodards;17/09/2016;13.9;3165.0;3.0;3.0;1.0;391.0;-379.149;1.450.788;True;jacuzzi/terrace/cinema
Bentleigh East;601 South Rd;3;h;900000.0;VB;Beller;17/09/2016;13.9;3165.0;3.0;1.0;3.0;780.0;-379.347;1.450.507;True;jacuzzi/terrace/cinema
Bentleigh East;1/51 Valkstone St;3;h;1189000.0;S;hockingstuart;17/09/2016;13.9;3165.0;4.0;2.0;2.0;337.0;-379.144;1.450.582;True;jacuzzi/terrace/cinema
Bentleigh East;75 Victor Rd;3;t;825000.0;S;hockingstuart;17/09/2016;13.9;3165.0;3.0;1.0;1.0;642.0;-379.269;1.450.787;True;jacuzzi/terrace/cinema
Bentleigh East;2/11 Francesco St;3;t;1030000.0;S;Buxton;18/03/2017;13.9;3165.0;3.0;2.0;2.0;327.0;-379.195;1.450.555;True;jacuzzi/terrace/cinema
Bentleigh East;2/40 Francesco St;3;t;970000.0;S;Matthew;18/03/2017;13.9;3165.0;3.0;2.0;2.0;267.0;-379.176;1.450.566;True;jacuzzi/terrace/cinema
Bentleigh East;16 Greenview Ct;3;h;930000.0;S;hockingstuart;18/03/2017;13.9;3165.0;3.0;1.0;2.0;580.0;-379.369;1.450.751;True;jacuzzi/terrace/cinema
Bentleigh East;5 Malane St;4;h;1510000.0;SP;C21;18/03/2017;13.9;3165.0;4.0;2.0;2.0;640.0;-379.198;1.450.545;True;jacuzzi/terrace/cinema
Bentleigh East;2/1 Mervin St;3;t;1240000.0;S;Buxton;18/03/2017;13.9;3165.0;3.0;2.0;2.0;518.0;-379.316;1.450.542;True;jacuzzi/terrace/cinema
Bentleigh East;1002 North Rd;3;h;823000.0;S;C21;18/03/2017;13.9;3165.0;3.0;2.0;2.0;213.0;-379.079;1.450.707;True;jacuzzi/terrace/cinema
Bentleigh East;27 Parkmore Rd;4;h;1310000.0;S;Woodards;18/03/2017;13.9;3165.0;4.0;2.0;2.0;606.0;-379.147;1.450.645;True;jacuzzi/terrace/cinema
Bentleigh East;71 Victor Rd;4;h;1475000.0;S;hockingstuart;18/03/2017;13.9;3165.0;4.0;2.0;2.0;674.0;-379.272;1.450.786;True;jacuzzi/terrace/cinema
Bentleigh East;40 Waratah St;4;t;950000.0;PI;Buxton;18/03/2017;13.9;3165.0;4.0;2.0;1.0;450.0;-379.133;1.450.837;True;jacuzzi/terrace/cinema
Bentleigh East;1/38 Kennedy St;4;t;1045000.0;S;Buxton;18/06/2016;13.9;3165.0;4.0;2.0;1.0;316.0;-379.198;1.450.789;True;jacuzzi/terrace/cinema
Bentleigh East;3/14 Malane St;3;h;750000.0;PI;Hodges;18/06/2016;13.9;3165.0;3.0;2.0;1.0;188.0;-379.193;1.450.553;True;jacuzzi/terrace/cinema
Bentleigh East;2/111 Marlborough St;3;u;800000.0;PI;Buxton;18/06/2016;13.9;3165.0;3.0;2.0;2.0;252.0;-379.085;1.450.683;True;jacuzzi/terrace/cinema
Bentleigh East;2/119 Marlborough St;2;u;655000.0;S;hockingstuart;18/06/2016;13.9;3165.0;2.0;1.0;1.0;154.0;-379.079;1.450.685;True;jacuzzi/terrace/cinema
Bentleigh East;3 Molden St;5;h;1550000.0;S;Hodges;18/06/2016;13.9;3165.0;5.0;3.0;2.0;623.0;-379.066;1.450.541;True;jacuzzi/terrace/cinema
Bentleigh East;2/53 Moylan St;3;h;835000.0;S;Woodards;18/06/2016;13.9;3165.0;3.0;1.0;1.0;250.0;-379.087;1.450.537;True;jacuzzi/terrace/cinema
Bentleigh East;75 Orange St;3;h;1140000.0;S;hockingstuart;18/06/2016;13.9;3165.0;4.0;1.0;3.0;701.0;-379.178;1.450.815;True;jacuzzi/terrace/cinema
Bentleigh East;18 Paloma St;2;h;1120000.0;S;hockingstuart;18/06/2016;13.9;3165.0;3.0;1.0;2.0;678.0;-379.146;1.450.767;True;jacuzzi/terrace/cinema
Bentleigh East;31b Purtell St;4;t;1465000.0;S;Buxton;18/06/2016;13.9;3165.0;3.0;2.0;2.0;319.0;-379.256;1.450.533;True;jacuzzi/terrace/cinema
Bentleigh East;24 Veronica St;3;h;910000.0;S;Buxton;18/06/2016;13.9;3165.0;3.0;1.0;1.0;587.0;-379.241;1.450.763;True;jacuzzi/terrace/cinema
Bentleigh East;2/14 Wamba Rd;3;u;920000.0;SP;Buxton;18/06/2016;13.9;3165.0;3.0;2.0;1.0;388.0;-379.329;145.053;True;jacuzzi/terrace/cinema
Bentleigh East;14 Charles St;3;t;935000.0;S;hockingstuart;19/11/2016;13.9;3165.0;3.0;2.0;2.0;230.0;-379.179;1.450.592;True;jacuzzi/terrace/cinema
Bentleigh East;14 Florence St;3;h;977000.0;S;Buxton;19/11/2016;13.9;3165.0;3.0;1.0;2.0;543.0;-379.242;1.450.705;True;jacuzzi/terrace/cinema
Bentleigh East;1 Jassa St;3;h;1352000.0;S;Woodards;19/11/2016;13.9;3165.0;3.0;1.0;2.0;686.0;-379.113;1.450.765;True;jacuzzi/terrace/cinema
Bentleigh East;12 Millard St;4;h;1115000.0;SP;Buxton;19/11/2016;13.9;3165.0;4.0;2.0;2.0;575.0;-379.274;1.450.654;True;jacuzzi/terrace/cinema
Bentleigh East;4 Adrian St;3;h;780000.0;VB;hockingstuart;22/05/2016;13.9;3165.0;3.0;1.0;1.0;710.0;-379.324;1.450.577;True;jacuzzi/terrace/cinema
Bentleigh East;40 Chesterville Dr;3;h;1115000.0;SP;hockingstuart;22/05/2016;13.9;3165.0;3.0;2.0;2.0;1080.0;-379.233;1.450.674;True;jacuzzi/terrace/cinema
Bentleigh East;54 Elizabeth St;3;h;1197000.0;S;Buxton;22/05/2016;13.9;3165.0;3.0;1.0;2.0;692.0;-379.232;1.450.563;True;jacuzzi/terrace/cinema
Bentleigh East;2/10 Matthews Rd;2;u;485000.0;SP;Buxton;22/05/2016;13.9;3165.0;2.0;2.0;2.0;0.0;-379.292;1.450.708;True;jacuzzi/terrace/cinema
Bentleigh East;1/26 Patricia St;3;u;810000.0;S;Woodards;22/05/2016;13.9;3165.0;3.0;2.0;1.0;316.0;-379.245;1.450.773;True;jacuzzi/terrace/cinema
Bentleigh East;39 Shrewsbury St;4;h;1365000.0;PI;Marshall;22/05/2016;13.9;3165.0;4.0;1.0;1.0;582.0;-379.129;1.450.598;True;jacuzzi/terrace/cinema
Bentleigh East;579 Warrigal Rd;3;h;700000.0;S;Thomson;22/05/2016;13.9;3165.0;0.0;0.0;0.0;456.0;-379.314;1.450.808;True;jacuzzi/terrace/cinema
Bentleigh East;10 Boronia St;4;h;1698888.0;S;hockingstuart;22/08/2016;13.9;3165.0;4.0;2.0;2.0;598.0;-379.138;1.450.774;True;jacuzzi/terrace/cinema
Bentleigh East;20 McGuinness Rd;4;h;1150000.0;S;Buxton;22/08/2016;13.9;3165.0;4.0;2.0;2.0;639.0;-379.258;145.075;True;jacuzzi/terrace/cinema
Bentleigh East;6/1126 North Rd;2;u;340000.0;VB;Gary;22/08/2016;13.9;3165.0;2.0;1.0;1.0;0.0;-379.096;1.450.843;True;jacuzzi/terrace/cinema
Bentleigh East;76 Bignell Rd;3;h;1000000.0;S;Woodards;24/09/2016;13.9;3165.0;3.0;1.0;2.0;576.0;-379.362;1.450.691;True;jacuzzi/terrace/cinema
Bentleigh East;5a Cavalier St;3;t;965000.0;S;Buxton;24/09/2016;13.9;3165.0;3.0;2.0;1.0;283.0;-379.142;145.08;True;jacuzzi/terrace/cinema
Bentleigh East;2/5 Connie St;3;u;870000.0;S;Woodards;24/09/2016;13.9;3165.0;3.0;2.0;2.0;365.0;-379.225;1.450.754;True;jacuzzi/terrace/cinema
Bentleigh East;23 Gardeners Rd;3;h;1405000.0;S;Woodards;24/09/2016;13.9;3165.0;3.0;1.0;1.0;764.0;-379.143;1.450.629;True;jacuzzi/terrace/cinema
Bentleigh East;123 MacKie Rd;3;h;1161000.0;S;hockingstuart;24/09/2016;13.9;3165.0;3.0;2.0;3.0;629.0;-37.912;1.450.752;True;jacuzzi/terrace/cinema
Bentleigh East;11 Melball St;3;h;1266000.0;S;hockingstuart;24/09/2016;13.9;3165.0;3.0;1.0;3.0;676.0;-379.307;1.450.531;True;jacuzzi/terrace/cinema
Bentleigh East;2/8 Rudyard St;3;t;700000.0;PI;hockingstuart;24/09/2016;13.9;3165.0;3.0;2.0;2.0;194.0;-379.272;1.450.801;True;jacuzzi/terrace/cinema
Bentleigh East;2A Barrani St;4;t;1325000.0;S;Buxton;25/02/2017;13.9;3165.0;4.0;4.0;2.0;363.0;-379.116;1.450.686;True;jacuzzi/terrace/cinema
Bentleigh East;2/16 Bessie St;3;u;770000.0;PI;hockingstuart;25/02/2017;13.9;3165.0;3.0;2.0;1.0;281.0;-379.257;1.450.811;True;jacuzzi/terrace/cinema
Bentleigh East;177 Bignell Rd;3;h;1110000.0;S;hockingstuart;25/02/2017;13.9;3165.0;3.0;1.0;6.0;542.0;-379.272;1.450.705;True;jacuzzi/terrace/cinema
Bentleigh East;1/6 Brad St;1;u;380000.0;S;hockingstuart;25/02/2017;13.9;3165.0;1.0;1.0;1.0;0.0;-379.315;1.450.619;True;jacuzzi/terrace/cinema
Bentleigh East;98 Brady Rd;4;h;1175000.0;S;RT;25/02/2017;13.9;3165.0;4.0;2.0;2.0;620.0;-379.281;1.450.669;True;jacuzzi/terrace/cinema
Bentleigh East;3 Forrest St;3;h;1200000.0;S;Woodards;25/02/2017;13.9;3165.0;3.0;1.0;1.0;640.0;-37.916;1.450.776;True;jacuzzi/terrace/cinema
Bentleigh East;88 MacKie Rd;4;h;1370000.0;SP;Gary;25/02/2017;13.9;3165.0;4.0;1.0;2.0;684.0;-379.147;1.450.751;True;jacuzzi/terrace/cinema
Bentleigh East;4 Mawby Rd;4;h;1433500.0;S;Hodges;25/02/2017;13.9;3165.0;4.0;1.0;1.0;725.0;-379.289;1.450.502;True;jacuzzi/terrace/cinema
Bentleigh East;370 McKinnon Rd;2;h;1630000.0;S;C21;25/02/2017;13.9;3165.0;2.0;1.0;2.0;724.0;-379.135;1.450.557;True;jacuzzi/terrace/cinema
Bentleigh East;43 Wards Gr;3;h;1360000.0;SP;Woodards;25/02/2017;13.9;3165.0;3.0;1.0;3.0;676.0;-379.233;1.450.616;True;jacuzzi/terrace/cinema
Bentleigh East;45 Chesterville Dr;4;h;900000.0;VB;Gary;26/07/2016;13.9;3165.0;3.0;1.0;2.0;741.0;-379.229;1.450.673;True;jacuzzi/terrace/cinema
Bentleigh East;61 Molden St;3;t;860000.0;PI;hockingstuart;26/07/2016;13.9;3165.0;3.0;2.0;1.0;210.0;-379.075;145.061;True;jacuzzi/terrace/cinema
Bentleigh East;30 Browns Rd;2;u;772500.0;S;Anderson;27/06/2016;13.9;3165.0;2.0;1.0;2.0;318.0;-379.218;1.450.563;True;jacuzzi/terrace/cinema
Bentleigh East;3/2 Garden Rd;2;u;715000.0;S;hockingstuart;27/06/2016;13.9;3165.0;2.0;1.0;1.0;194.0;-379.107;1.450.598;True;jacuzzi/terrace/cinema
